0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.04221 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 1.36486 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.05475 0.21735 0.44822 0.48543 0.49469 0.00000 0.86679 0.43313 1.00781 0.79570 0.74431 0.89152 1.12190 0.64748 0.93271 0.00000 1.12263 0.98715 1.72867 1.44292 1.39040
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.77713 0.42721 0.00000 0.65941 0.58238 0.66851 0.64864 0.50948 0.70942 0.57716 0.57212 0.55376 0.65515 0.81818 0.58318 0.92090 0.72610 0.57129 0.68479 0.69396 0.87361
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.02518 0.00202 0.04700 0.43161 0.46218 0.53633 0.62956 0.61275 0.56124 0.74672 0.52460 0.59909 0.61995 0.52899 0.71291 0.65489 0.53555 0.73278 0.52771 0.59406 0.62933 0.67754 0.50391 0.73480 0.67790
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00129 0.00000 0.05670 0.00675 0.00114 0.80334 0.48062 0.64971 0.83672 0.40988 0.54486 0.53163 0.51300 0.47534 0.55229 0.45691 0.41738 0.70000 0.51448 0.57984 0.59135 0.49613 0.52692 0.47085 0.60007 0.54110 0.45212 0.59208
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.01578 0.32253 0.49427 0.61526 0.49466 0.46190 0.54217 0.54791 0.57880 0.42371 0.45430 0.56263 0.48241 0.58393 0.49085 0.52200 0.50285 0.49579 0.50896 0.53675 0.50148 0.54555 0.60072 0.42633 0.46724 0.56389
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00355 0.00000 0.02458 1.02033 0.58668 0.59145 0.52275 0.49161 0.54315 0.49479 0.49516 0.50875 0.47845 0.53132 0.54349 0.43608 0.41291 0.42240 0.47864 0.49394 0.48745 0.46616 0.40082 0.54859 0.47813 0.39724 0.47167 0.53334
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00099 0.00000 0.16010 0.37252 0.57097 0.62216 0.61661 0.52875 0.56641 0.46540 0.46065 0.52965 0.43082 0.48117 0.53903 0.48776 0.49662 0.41703 0.58626 0.46500 0.44988 0.46280 0.45305 0.47098 0.43698 0.43419 0.43131 0.43632 0.40028
