0, 0.42000000000000004, 0.34
1, 0.64, 0.62
2, 0.9200000000000002, 0.8400000000000001
3, 1.1400000000000001, 1.12
4, 1.4200000000000002, 1.34
5, 1.6400000000000001, 1.6199999999999999
6, 1.9200000000000004, 1.8400000000000003
7, 2.14, 2.12
8, 2.4200000000000004, 2.3400000000000003
9, 2.64, 2.62
10, 2.9200000000000004, 2.8400000000000003
11, 3.14, 3.12
12, 3.4200000000000004, 3.34
13, 3.6399999999999997, 3.62
14, 3.9200000000000004, 3.8400000000000007
15, 4.140000000000001, 4.12
16, 4.42, 4.340000000000001
17, 4.640000000000001, 4.62
19, 0.14, 0.12000000000000002
20, 0.42000000000000004, 0.34
21, 0.64, 0.62
22, 0.9200000000000002, 0.8400000000000001
23, 1.1400000000000001, 1.12
24, 1.4200000000000002, 1.34
25, 1.6400000000000001, 1.6199999999999999
26, 1.9200000000000004, 1.8400000000000003
27, 2.14, 2.12
28, 2.4200000000000004, 2.3400000000000003
29, 2.64, 2.62
30, 2.9200000000000004, 2.8400000000000003
31, 3.14, 3.12
32, 3.4200000000000004, 3.34
33, 3.6399999999999997, 3.62
34, 3.9200000000000004, 3.8400000000000007
35, 4.140000000000001, 4.12
36, 4.42, 4.340000000000001
37, 4.640000000000001, 4.62
39, 0.14, 0.12000000000000002
40, 0.42000000000000004, 0.34
41, 0.64, 0.62
42, 0.9200000000000002, 0.8400000000000001
43, 1.1400000000000001, 1.12
44, 1.4200000000000002, 1.34
45, 1.6400000000000001, 1.6199999999999999
46, 1.9200000000000004, 1.8400000000000003
47, 2.14, 2.12
48, 2.4200000000000004, 2.3400000000000003
49, 2.64, 2.62
50, 2.9200000000000004, 2.8400000000000003
51, 3.14, 3.12
52, 3.4200000000000004, 3.34
53, 3.6399999999999997, 3.62
54, 3.9200000000000004, 3.8400000000000007
55, 4.140000000000001, 4.12
56, 4.42, 4.340000000000001
57, 4.640000000000001, 4.62
59, 0.14, 0.12000000000000002
60, 0.42000000000000004, 0.34
61, 0.64, 0.62
62, 0.9200000000000002, 0.8400000000000001
63, 1.1400000000000001, 1.12
64, 1.4200000000000002, 1.34
65, 1.6400000000000001, 1.6199999999999999
66, 1.9200000000000004, 1.8400000000000003
67, 2.14, 2.12
68, 2.4200000000000004, 2.3400000000000003
69, 2.64, 2.62
70, 2.9200000000000004, 2.8400000000000003
71, 3.14, 3.12
72, 3.4200000000000004, 3.34
73, 3.6399999999999997, 3.62
74, 3.9200000000000004, 3.8400000000000007
75, 4.140000000000001, 4.12
76, 4.42, 4.340000000000001
77, 4.640000000000001, 4.62
79, 0.14, 0.12000000000000002
80, 0.42000000000000004, 0.34
81, 0.64, 0.62
82, 0.9200000000000002, 0.8400000000000001
83, 1.1400000000000001, 1.12
84, 1.4200000000000002, 1.34
85, 1.6400000000000001, 1.6199999999999999
86, 1.9200000000000004, 1.8400000000000003
87, 2.14, 2.12
88, 2.4200000000000004, 2.3400000000000003
89, 2.64, 2.62
90, 2.9200000000000004, 2.8400000000000003
91, 3.14, 3.12
92, 3.4200000000000004, 3.34
93, 3.6399999999999997, 3.62
94, 3.9200000000000004, 3.8400000000000007
95, 4.140000000000001, 4.12
96, 4.42, 4.340000000000001
97, 4.640000000000001, 4.62
99, 0.14, 0.12000000000000002
